batter,bowler,batsman_run,frequency
A Badoni,TA Boult,0,1
A Tomar,JO Holder,0,5
A Tomar,JO Holder,4,1
A Tomar,Mohsin Khan,0,2
AB de Villiers,AS Rajpoot,0,1
AB de Villiers,AS Rajpoot,3,1
AB de Villiers,AS Rajpoot,4,1
AB de Villiers,B Kumar,0,1
AB de Villiers,B Laughlin,0,1
AB de Villiers,B Laughlin,1,1
AB de Villiers,B Laughlin,4,1
AB de Villiers,CH Morris,0,3
AB de Villiers,CH Morris,1,1
AB de Villiers,CH Morris,6,1
AB de Villiers,DL Chahar,0,8
AB de Villiers,DL Chahar,1,1
AB de Villiers,DL Chahar,6,1
AB de Villiers,HV Patel,0,2
AB de Villiers,HV Patel,1,1
AB de Villiers,HV Patel,4,1
AB de Villiers,Harbhajan Singh,0,2
AB de Villiers,Harbhajan Singh,1,1
AB de Villiers,Harbhajan Singh,2,2
AB de Villiers,Harbhajan Singh,4,1
AB de Villiers,Harbhajan Singh,6,2
AB de Villiers,I Sharma,0,4
AB de Villiers,I Sharma,1,3
AB de Villiers,I Sharma,2,1
AB de Villiers,I Sharma,4,1
AB de Villiers,JC Archer,0,2
AB de Villiers,JC Archer,2,1
AB de Villiers,JC Archer,4,3
AB de Villiers,JD Unadkat,0,1
AB de Villiers,JD Unadkat,1,1
AB de Villiers,JJ Bumrah,0,7
AB de Villiers,JJ Bumrah,4,1
AB de Villiers,JP Behrendorff,0,1
AB de Villiers,JP Behrendorff,2,1
AB de Villiers,K Gowtham,1,1
AB de Villiers,K Rabada,0,2
AB de Villiers,K Rabada,1,2
AB de Villiers,KK Ahmed,1,1
AB de Villiers,MJ McClenaghan,0,1
AB de Villiers,MJ McClenaghan,1,1
AB de Villiers,Mohammad Nabi,0,1
AB de Villiers,Mohammad Nabi,1,1
AB de Villiers,Mohammed Shami,0,2
AB de Villiers,Mohammed Shami,1,2
AB de Villiers,S Gopal,0,1
AB de Villiers,S Lamichhane,0,2
AB de Villiers,S Nadeem,0,1
AB de Villiers,S Nadeem,4,2
AB de Villiers,SN Thakur,0,6
AB de Villiers,SN Thakur,1,2
AB de Villiers,SN Thakur,2,1
AB de Villiers,SN Thakur,4,3
AB de Villiers,TA Boult,1,1
AB de Villiers,TA Boult,4,1
AB de Villiers,VR Aaron,2,1
AB de Villiers,VR Aaron,4,2
AD Hales,Avesh Khan,0,2
AD Hales,Avesh Khan,1,2
AD Hales,Avesh Khan,4,2
AD Hales,Avesh Khan,6,3
AD Hales,GJ Maxwell,0,1
AD Hales,GJ Maxwell,1,2
AD Hales,HV Patel,0,2
AD Hales,HV Patel,4,2
AD Hales,LE Plunkett,0,1
AD Hales,LE Plunkett,1,2
AD Hales,LE Plunkett,4,1
AD Hales,Mohammed Siraj,0,1
AD Hales,Mohammed Siraj,1,1
AD Hales,Mohammed Siraj,6,1
AD Hales,TA Boult,0,7
AD Hales,TA Boult,1,2
AD Hales,TA Boult,2,2
AD Hales,TA Boult,4,1
AD Hales,TG Southee,1,1
AD Hales,TG Southee,6,1
AD Hales,UT Yadav,0,3
AD Hales,UT Yadav,1,1
AD Hales,UT Yadav,2,1
AD Hales,UT Yadav,4,1
AD Hales,UT Yadav,6,1
AD Hales,YS Chahal,0,3
AD Hales,YS Chahal,1,2
AD Hales,YS Chahal,4,1
AD Nath,HF Gurney,0,3
AD Nath,HF Gurney,1,2
AD Nath,JC Archer,0,1
AD Nath,JD Unadkat,0,1
AD Nath,JD Unadkat,1,1
AD Nath,M Prasidh Krishna,0,1
AD Nath,M Prasidh Krishna,1,1
AD Nath,M Prasidh Krishna,6,1
AD Nath,SP Narine,1,1
AD Russell,L Ngidi,0,1
AD Russell,L Ngidi,4,2
AD Russell,L Ngidi,6,1
AJ Finch,Avesh Khan,0,1
AJ Finch,B Kumar,0,2
AJ Finch,B Kumar,1,1
AJ Finch,B Kumar,6,1
AJ Finch,HH Pandya,0,2
AJ Finch,HH Pandya,2,2
AJ Finch,HH Pandya,6,1
AJ Finch,KH Pandya,0,1
AJ Finch,KH Pandya,1,1
AJ Finch,M Jansen,0,1
AJ Finch,M Prasidh Krishna,0,2
AJ Finch,M Prasidh Krishna,1,3
AJ Finch,M Prasidh Krishna,4,1
AJ Finch,OC McCoy,1,1
AJ Finch,R Ashwin,0,1
AJ Finch,R Ashwin,1,1
AJ Finch,R Ashwin,6,1
AJ Finch,TA Boult,0,7
AJ Finch,TA Boult,2,1
AJ Finch,TA Boult,4,2
AJ Finch,UT Yadav,0,1
AK Markram,A Nortje,0,4
AK Markram,AD Russell,0,1
AK Markram,AD Russell,1,1
AK Markram,AS Joseph,0,2
AK Markram,Avesh Khan,1,1
AK Markram,GJ Maxwell,0,3
AK Markram,GJ Maxwell,1,1
AK Markram,GJ Maxwell,4,1
AK Markram,GJ Maxwell,6,1
AK Markram,JR Hazlewood,0,6
AK Markram,JR Hazlewood,1,1
AK Markram,Mohammed Siraj,0,2
AK Markram,Mohammed Siraj,1,1
AK Markram,Mohammed Siraj,2,1
AK Markram,SN Thakur,0,1
AK Markram,SN Thakur,1,1
AK Markram,Shahbaz Ahmed,1,2
AM Rahane,AD Russell,0,4
AM Rahane,AD Russell,1,2
AM Rahane,AD Russell,2,1
AM Rahane,AD Russell,4,1
AM Rahane,AD Russell,6,1
AM Rahane,AF Milne,0,4
AM Rahane,AF Milne,4,1
AM Rahane,AF Milne,6,1
AM Rahane,AJ Tye,0,2
AM Rahane,AJ Tye,1,1
AM Rahane,AR Patel,0,2
AM Rahane,AR Patel,1,5
AM Rahane,AR Patel,4,2
AM Rahane,AR Patel,6,1
AM Rahane,AS Joseph,0,1
AM Rahane,AS Joseph,1,1
AM Rahane,AS Joseph,2,1
AM Rahane,AS Joseph,4,2
AM Rahane,AS Joseph,6,1
AM Rahane,Akash Deep,0,1
AM Rahane,Akash Deep,2,1
AM Rahane,Akash Deep,4,1
AM Rahane,B Kumar,0,15
AM Rahane,B Kumar,1,1
AM Rahane,B Kumar,2,1
AM Rahane,B Kumar,4,3
AM Rahane,CH Morris,0,1
AM Rahane,CH Morris,1,3
AM Rahane,CR Brathwaite,0,3
AM Rahane,CR Brathwaite,1,1
AM Rahane,CR Brathwaite,4,1
AM Rahane,CR Woakes,0,5
AM Rahane,CR Woakes,1,1
AM Rahane,CR Woakes,4,2
AM Rahane,DJ Willey,0,2
AM Rahane,DJ Willey,1,3
AM Rahane,DL Chahar,0,11
AM Rahane,DL Chahar,1,3
AM Rahane,DL Chahar,2,1
AM Rahane,DL Chahar,4,2
AM Rahane,DL Chahar,6,1
AM Rahane,DR Sams,0,2
AM Rahane,DR Sams,1,3
AM Rahane,HH Pandya,1,1
AM Rahane,HH Pandya,2,1
AM Rahane,I Sharma,0,7
AM Rahane,I Sharma,1,1
AM Rahane,I Sharma,4,1
AM Rahane,JJ Bumrah,0,1
AM Rahane,JJ Bumrah,1,2
AM Rahane,JJ Bumrah,4,3
AM Rahane,JP Behrendorff,0,6
AM Rahane,JP Behrendorff,1,1
AM Rahane,JP Behrendorff,4,3
AM Rahane,K Rabada,0,4
AM Rahane,K Rabada,1,2
AM Rahane,K Rabada,2,1
AM Rahane,K Rabada,4,2
AM Rahane,K Rabada,6,1
AM Rahane,KH Pandya,0,1
AM Rahane,KH Pandya,1,4
AM Rahane,KK Ahmed,0,5
AM Rahane,KK Ahmed,1,2
AM Rahane,KK Ahmed,4,1
AM Rahane,Kuldeep Yadav,1,2
AM Rahane,M Ashwin,1,1
AM Rahane,M Jansen,0,2
AM Rahane,M Jansen,1,4
AM Rahane,M Jansen,2,1
AM Rahane,M Jansen,6,2
AM Rahane,M Prasidh Krishna,0,4
AM Rahane,M Prasidh Krishna,1,4
AM Rahane,M Prasidh Krishna,4,4
AM Rahane,MJ McClenaghan,0,5
AM Rahane,MJ McClenaghan,1,2
AM Rahane,MJ McClenaghan,4,2
AM Rahane,MJ Santner,0,6
AM Rahane,MJ Santner,1,2
AM Rahane,MJ Santner,4,3
AM Rahane,MM Ali,1,1
AM Rahane,MM Ali,2,1
AM Rahane,MM Sharma,0,2
AM Rahane,MM Sharma,1,1
AM Rahane,MM Sharma,4,1
AM Rahane,MP Stoinis,1,1
AM Rahane,Mohammed Shami,0,1
AM Rahane,Mohammed Shami,1,2
AM Rahane,Mohammed Shami,4,1
AM Rahane,Mohammed Siraj,0,2
AM Rahane,Mujeeb Ur Rahman,0,1
AM Rahane,Mujeeb Ur Rahman,1,2
AM Rahane,Mustafizur Rahman,0,4
AM Rahane,Mustafizur Rahman,1,1
AM Rahane,PP Chawla,0,4
AM Rahane,PP Chawla,1,8
AM Rahane,PP Chawla,4,1
AM Rahane,RA Jadeja,0,2
AM Rahane,RA Jadeja,4,1
AM Rahane,RD Chahar,1,2
AM Rahane,RP Meredith,0,2
AM Rahane,Rashid Khan,1,1
AM Rahane,Rashid Khan,6,1
AM Rahane,S Kaul,0,1
AM Rahane,S Kaul,1,1
AM Rahane,S Nadeem,0,1
AM Rahane,S Nadeem,1,1
AM Rahane,SM Curran,0,3
AM Rahane,SM Curran,1,1
AM Rahane,SM Curran,4,3
AM Rahane,SN Thakur,0,1
AM Rahane,SN Thakur,1,4
AM Rahane,SN Thakur,4,1
AM Rahane,SP Narine,0,7
AM Rahane,SP Narine,1,4
AM Rahane,SP Narine,4,5
AM Rahane,Sandeep Sharma,0,5
AM Rahane,Sandeep Sharma,1,2
AM Rahane,Sandeep Sharma,4,1
AM Rahane,Shakib Al Hasan,0,1
AM Rahane,Shakib Al Hasan,1,3
AM Rahane,Shakib Al Hasan,4,1
AM Rahane,Shivam Mavi,1,1
AM Rahane,Shivam Mavi,6,1
AM Rahane,T Natarajan,1,1
AM Rahane,TA Boult,0,5
AM Rahane,TA Boult,1,2
AM Rahane,TA Boult,2,1
AM Rahane,TA Boult,3,1
AM Rahane,TA Boult,4,1
AM Rahane,TG Southee,1,2
AM Rahane,TG Southee,4,1
AM Rahane,TU Deshpande,0,7
AM Rahane,TU Deshpande,1,2
AM Rahane,TU Deshpande,2,1
AM Rahane,TU Deshpande,4,2
AM Rahane,UT Yadav,0,6
AM Rahane,UT Yadav,1,2
AM Rahane,UT Yadav,4,4
AM Rahane,Washington Sundar,0,1
AM Rahane,Washington Sundar,1,3
AM Rahane,Washington Sundar,4,1
AM Rahane,Washington Sundar,6,1
AM Rahane,Y Prithvi Raj,0,1
AM Rahane,Y Prithvi Raj,1,1
AM Rahane,Y Prithvi Raj,2,1
AM Rahane,Y Prithvi Raj,4,2
AM Rahane,Y Prithvi Raj,6,1
AM Rahane,YS Chahal,0,2
AM Rahane,YS Chahal,1,2
AM Rahane,YS Chahal,4,1
AT Rayudu,AD Russell,0,2
AT Rayudu,AD Russell,1,3
AT Rayudu,AD Russell,2,1
AT Rayudu,AD Russell,4,2
AT Rayudu,AJ Tye,1,1
AT Rayudu,AJ Tye,4,1
AT Rayudu,AR Patel,0,1
AT Rayudu,AS Joseph,1,1
AT Rayudu,Avesh Khan,0,5
AT Rayudu,Avesh Khan,1,1
AT Rayudu,Avesh Khan,4,2
AT Rayudu,Avesh Khan,6,3
AT Rayudu,B Kumar,0,2
AT Rayudu,B Kumar,1,2
AT Rayudu,B Kumar,6,1
AT Rayudu,B Laughlin,0,1
AT Rayudu,B Laughlin,1,1
AT Rayudu,BA Stokes,0,1
AT Rayudu,BA Stokes,1,2
AT Rayudu,BA Stokes,4,1
AT Rayudu,BB Sran,1,1
AT Rayudu,BB Sran,4,1
AT Rayudu,CV Varun,0,3
AT Rayudu,CV Varun,1,1
AT Rayudu,CV Varun,4,1
AT Rayudu,DR Sams,0,2
AT Rayudu,DR Sams,6,1
AT Rayudu,DS Kulkarni,0,4
AT Rayudu,DS Kulkarni,1,3
AT Rayudu,DS Kulkarni,2,1
AT Rayudu,DS Kulkarni,6,1
AT Rayudu,HH Pandya,0,8
AT Rayudu,HH Pandya,1,5
AT Rayudu,HH Pandya,4,3
AT Rayudu,HH Pandya,6,1
AT Rayudu,HV Patel,0,1
AT Rayudu,HV Patel,1,1
AT Rayudu,I Sharma,0,2
AT Rayudu,I Sharma,1,1
AT Rayudu,I Sharma,4,1
AT Rayudu,JC Archer,0,6
AT Rayudu,JD Unadkat,0,3
AT Rayudu,JD Unadkat,1,3
AT Rayudu,JJ Bumrah,0,9
AT Rayudu,JJ Bumrah,1,2
AT Rayudu,JJ Bumrah,6,1
AT Rayudu,JP Behrendorff,0,1
AT Rayudu,K Gowtham,1,1
AT Rayudu,KH Pandya,0,3
AT Rayudu,KH Pandya,1,1
AT Rayudu,KH Pandya,6,1
AT Rayudu,M Prasidh Krishna,0,6
AT Rayudu,M Prasidh Krishna,4,1
AT Rayudu,MJ McClenaghan,0,3
AT Rayudu,MJ McClenaghan,1,4
AT Rayudu,MJ McClenaghan,4,2
AT Rayudu,MJ McClenaghan,6,1
AT Rayudu,MM Ali,0,9
AT Rayudu,MM Ali,1,2
AT Rayudu,MM Sharma,0,1
AT Rayudu,MM Sharma,1,2
AT Rayudu,MM Sharma,4,1
AT Rayudu,Mohammed Siraj,0,1
AT Rayudu,Mohammed Siraj,1,1
AT Rayudu,Mohammed Siraj,4,2
AT Rayudu,Mujeeb Ur Rahman,0,2
AT Rayudu,Mujeeb Ur Rahman,1,2
AT Rayudu,Mustafizur Rahman,0,1
AT Rayudu,Mustafizur Rahman,4,1
AT Rayudu,Navdeep Saini,0,1
AT Rayudu,Navdeep Saini,1,1
AT Rayudu,Navdeep Saini,6,1
AT Rayudu,P Negi,0,1
AT Rayudu,P Negi,1,1
AT Rayudu,PP Chawla,0,1
AT Rayudu,PP Chawla,1,3
AT Rayudu,PP Chawla,4,1
AT Rayudu,PP Chawla,6,2
AT Rayudu,Rashid Khan,0,2
AT Rayudu,Rashid Khan,1,1
AT Rayudu,Rashid Khan,4,1
AT Rayudu,STR Binny,4,1
AT Rayudu,Sandeep Sharma,0,3
AT Rayudu,Sandeep Sharma,1,1
AT Rayudu,Shakib Al Hasan,0,1
AT Rayudu,Shakib Al Hasan,1,1
AT Rayudu,Shakib Al Hasan,4,1
AT Rayudu,TA Boult,0,1
AT Rayudu,TA Boult,1,2
AT Rayudu,TG Southee,0,4
AT Rayudu,TG Southee,1,3
AT Rayudu,TG Southee,4,2
AT Rayudu,TG Southee,6,1
AT Rayudu,TK Curran,1,1
AT Rayudu,UT Yadav,0,10
AT Rayudu,UT Yadav,1,4
AT Rayudu,UT Yadav,6,2
AT Rayudu,Washington Sundar,0,2
AT Rayudu,Washington Sundar,1,1
AT Rayudu,Washington Sundar,6,2
AT Rayudu,YS Chahal,0,3
AT Rayudu,YS Chahal,1,3
Abhishek Sharma,AJ Tye,0,1
Abhishek Sharma,AJ Tye,1,1
Abhishek Sharma,AJ Tye,4,1
Abhishek Sharma,AS Joseph,0,1
Abhishek Sharma,AS Joseph,1,1
Abhishek Sharma,AS Joseph,4,2
Abhishek Sharma,Arshdeep Singh,0,5
Abhishek Sharma,Arshdeep Singh,1,1
Abhishek Sharma,Arshdeep Singh,2,1
Abhishek Sharma,Arshdeep Singh,4,1
Abhishek Sharma,Avesh Khan,0,3
Abhishek Sharma,CJ Jordan,0,2
Abhishek Sharma,DR Sams,0,4
Abhishek Sharma,DR Sams,1,2
Abhishek Sharma,GJ Maxwell,0,3
Abhishek Sharma,HH Pandya,0,2
Abhishek Sharma,HH Pandya,1,2
Abhishek Sharma,HV Patel,0,1
Abhishek Sharma,HV Patel,1,1
Abhishek Sharma,HV Patel,4,2
Abhishek Sharma,JO Holder,0,1
Abhishek Sharma,JO Holder,1,2
Abhishek Sharma,JO Holder,4,1
Abhishek Sharma,JR Hazlewood,0,5
Abhishek Sharma,JR Hazlewood,1,2
Abhishek Sharma,JR Hazlewood,3,1
Abhishek Sharma,JR Hazlewood,4,5
Abhishek Sharma,K Rabada,0,1
Abhishek Sharma,K Rabada,1,2
Abhishek Sharma,K Rabada,4,2
Abhishek Sharma,KH Pandya,1,2
Abhishek Sharma,KK Ahmed,0,2
Abhishek Sharma,KK Ahmed,4,1
Abhishek Sharma,LH Ferguson,0,1
Abhishek Sharma,LH Ferguson,1,1
Abhishek Sharma,LH Ferguson,4,4
Abhishek Sharma,LS Livingstone,0,4
Abhishek Sharma,LS Livingstone,4,1
Abhishek Sharma,M Theekshana,0,1
Abhishek Sharma,M Theekshana,1,5
Abhishek Sharma,M Theekshana,2,2
Abhishek Sharma,M Theekshana,4,2
Abhishek Sharma,M Theekshana,6,1
Abhishek Sharma,MJ Santner,0,2
Abhishek Sharma,MJ Santner,1,1
Abhishek Sharma,MJ Santner,4,1
Abhishek Sharma,MJ Santner,6,1
Abhishek Sharma,Mohammed Shami,0,12
Abhishek Sharma,Mohammed Shami,1,4
Abhishek Sharma,Mohammed Shami,2,1
Abhishek Sharma,Mohammed Siraj,0,4
Abhishek Sharma,Mohammed Siraj,1,2
Abhishek Sharma,Mohammed Siraj,4,1
Abhishek Sharma,Mohammed Siraj,6,1
Abhishek Sharma,Mukesh Choudhary,0,4
Abhishek Sharma,Mukesh Choudhary,1,4
Abhishek Sharma,Mukesh Choudhary,2,3
Abhishek Sharma,Mukesh Choudhary,4,3
Abhishek Sharma,NT Ellis,4,1
Abhishek Sharma,PJ Cummins,0,4
Abhishek Sharma,RP Meredith,0,1
Abhishek Sharma,RP Meredith,1,1
Abhishek Sharma,RP Meredith,2,1
Abhishek Sharma,RP Meredith,4,1
Abhishek Sharma,SN Thakur,0,2
Abhishek Sharma,SN Thakur,1,1
Abhishek Sharma,SN Thakur,2,1
Abhishek Sharma,Simarjeet Singh,0,3
Abhishek Sharma,Simarjeet Singh,1,2
Abhishek Sharma,Simarjeet Singh,4,2
Abhishek Sharma,UT Yadav,0,4
Abhishek Sharma,UT Yadav,1,1
Abhishek Sharma,UT Yadav,2,1
Abhishek Sharma,Yash Dayal,0,3
Abhishek Sharma,Yash Dayal,1,3
Abhishek Sharma,Yash Dayal,4,2
Anmolpreet Singh,M Prasidh Krishna,4,1
Anmolpreet Singh,Navdeep Saini,0,2
Anmolpreet Singh,TA Boult,1,1
Anuj Rawat,Arshdeep Singh,0,4
Anuj Rawat,Arshdeep Singh,1,2
Anuj Rawat,Basil Thampi,0,4
Anuj Rawat,Basil Thampi,1,2
Anuj Rawat,JD Unadkat,0,3
Anuj Rawat,JD Unadkat,6,2
Anuj Rawat,JJ Bumrah,0,5
Anuj Rawat,JJ Bumrah,1,1
Anuj Rawat,JJ Bumrah,2,2
Anuj Rawat,M Ashwin,1,1
Anuj Rawat,M Theekshana,0,1
Anuj Rawat,M Theekshana,1,2
Anuj Rawat,MM Ali,0,7
Anuj Rawat,MM Ali,1,1
Anuj Rawat,MM Ali,4,1
Anuj Rawat,Mukesh Choudhary,0,1
Anuj Rawat,Mukesh Choudhary,1,2
Anuj Rawat,Mukesh Choudhary,3,1
Anuj Rawat,OF Smith,0,4
Anuj Rawat,OF Smith,1,1
Anuj Rawat,OF Smith,2,1
Anuj Rawat,OF Smith,4,2
Anuj Rawat,PVD Chameera,0,5
Anuj Rawat,PVD Chameera,4,1
Anuj Rawat,Sandeep Sharma,0,3
Anuj Rawat,Sandeep Sharma,6,1
B Sai Sudharsan,Arshdeep Singh,1,2
B Sai Sudharsan,Sandeep Sharma,0,4
B Sai Sudharsan,Sandeep Sharma,1,1
B Sai Sudharsan,Sandeep Sharma,2,1
BA Stokes,CH Morris,0,2
BA Stokes,CH Morris,1,1
BA Stokes,CH Morris,2,1
BA Stokes,CH Morris,6,1
BA Stokes,DL Chahar,0,2
BA Stokes,DL Chahar,1,2
BA Stokes,Harbhajan Singh,0,2
BA Stokes,Harbhajan Singh,4,1
BA Stokes,Harbhajan Singh,6,1
BA Stokes,Mohammed Shami,0,3
BA Stokes,RA Jadeja,0,2
BA Stokes,RA Jadeja,1,1
BA Stokes,S Nadeem,1,2
BA Stokes,SN Thakur,0,2
BA Stokes,SN Thakur,1,1
BA Stokes,SN Thakur,3,1
BA Stokes,SR Watson,0,2
BA Stokes,SR Watson,1,1
BA Stokes,TA Boult,0,3
BA Stokes,TA Boult,1,1
BA Stokes,TA Boult,4,1
BB McCullum,DJ Willey,1,1
BB McCullum,DJ Willey,4,1
BB McCullum,Kuldeep Yadav,0,2
BB McCullum,Kuldeep Yadav,1,3
BB McCullum,Kuldeep Yadav,4,1
BB McCullum,L Ngidi,0,2
BB McCullum,MG Johnson,0,1
BB McCullum,MG Johnson,1,2
BB McCullum,MG Johnson,4,1
BB McCullum,PP Chawla,0,10
BB McCullum,PP Chawla,1,3
BB McCullum,PP Chawla,4,2
BB McCullum,PP Chawla,6,1
BB McCullum,R Vinay Kumar,0,3
BB McCullum,R Vinay Kumar,4,2
BB McCullum,R Vinay Kumar,6,1
BB McCullum,SP Narine,0,1
BB McCullum,Shivam Mavi,0,1
BB McCullum,Shivam Mavi,1,2
C Munro,B Kumar,0,2
C Munro,B Kumar,1,1
C Munro,DS Kulkarni,0,1
C Munro,KK Ahmed,0,4
C Munro,KK Ahmed,1,1
C Munro,KK Ahmed,4,2
C Munro,KK Ahmed,6,2
C Munro,KM Asif,0,2
C Munro,KM Asif,4,2
C Munro,KM Asif,6,1
C Munro,Kuldeep Yadav,0,1
C Munro,Kuldeep Yadav,1,2
C Munro,Kuldeep Yadav,6,1
C Munro,L Ngidi,0,6
C Munro,L Ngidi,1,1
C Munro,MG Johnson,1,1
C Munro,MM Sharma,1,2
C Munro,Mujeeb Ur Rahman,0,1
C Munro,PP Chawla,1,1
C Munro,PP Chawla,4,2
C Munro,R Ashwin,0,1
C Munro,R Ashwin,1,2
C Munro,SP Narine,0,3
C Munro,SP Narine,4,1
C Munro,SP Narine,6,1
C Munro,SR Watson,0,1
C Munro,SR Watson,1,1
C Munro,SR Watson,4,1
C Munro,SR Watson,6,1
C Munro,Sandeep Sharma,0,4
C Munro,Sandeep Sharma,4,2
C Munro,Shivam Mavi,0,1
C Munro,Shivam Mavi,4,1
CA Ingram,HH Pandya,1,2
CA Ingram,JJ Bumrah,0,1
CA Ingram,JJ Bumrah,1,1
CA Ingram,MJ McClenaghan,0,1
CA Ingram,MJ McClenaghan,4,1
CA Lynn,AJ Tye,0,1
CA Lynn,AJ Tye,1,1
CA Lynn,AJ Tye,4,1
CA Lynn,AJ Tye,6,1
CA Lynn,AS Rajpoot,0,1
CA Lynn,AS Rajpoot,1,3
CA Lynn,AS Rajpoot,6,1
CA Lynn,Arshdeep Singh,0,2
CA Lynn,Arshdeep Singh,1,1
CA Lynn,Arshdeep Singh,2,1
CA Lynn,Arshdeep Singh,4,3
CA Lynn,Arshdeep Singh,6,1
CA Lynn,B Kumar,0,15
CA Lynn,B Kumar,1,6
CA Lynn,B Kumar,4,6
CA Lynn,B Stanlake,0,3
CA Lynn,B Stanlake,1,1
CA Lynn,B Stanlake,4,2
CA Lynn,BA Stokes,0,6
CA Lynn,BA Stokes,1,3
CA Lynn,BA Stokes,4,1
CA Lynn,BB Sran,0,4
CA Lynn,BB Sran,2,1
CA Lynn,BB Sran,4,1
CA Lynn,CH Morris,0,4
CA Lynn,CH Morris,6,1
CA Lynn,CR Woakes,0,4
CA Lynn,CR Woakes,4,1
CA Lynn,CV Varun,1,1
CA Lynn,DL Chahar,0,8
CA Lynn,DL Chahar,1,1
CA Lynn,DL Chahar,4,5
CA Lynn,DL Chahar,6,1
CA Lynn,DS Kulkarni,0,3
CA Lynn,DS Kulkarni,1,2
CA Lynn,DS Kulkarni,4,4
CA Lynn,GJ Maxwell,0,1
CA Lynn,Harbhajan Singh,0,1
CA Lynn,Harbhajan Singh,1,2
CA Lynn,Imran Tahir,1,1
CA Lynn,Imran Tahir,4,1
CA Lynn,JC Archer,0,9
CA Lynn,JC Archer,1,1
CA Lynn,JC Archer,4,2
CA Lynn,JC Archer,6,2
CA Lynn,JJ Bumrah,0,4
CA Lynn,JJ Bumrah,1,3
CA Lynn,JJ Bumrah,2,1
CA Lynn,JJ Bumrah,4,4
CA Lynn,K Gowtham,0,3
CA Lynn,KA Jamieson,0,5
CA Lynn,KA Jamieson,1,1
CA Lynn,KH Pandya,0,10
CA Lynn,KH Pandya,1,6
CA Lynn,KH Pandya,4,2
CA Lynn,KK Ahmed,1,4
CA Lynn,KK Ahmed,6,1
CA Lynn,L Ngidi,0,4
CA Lynn,L Ngidi,6,2
CA Lynn,MJ McClenaghan,0,12
CA Lynn,MJ McClenaghan,1,4
CA Lynn,MJ McClenaghan,4,5
CA Lynn,MJ McClenaghan,6,2
CA Lynn,MJ Santner,1,1
CA Lynn,Mohammed Shami,0,8
CA Lynn,Mohammed Shami,1,4
CA Lynn,Mohammed Shami,4,2
CA Lynn,Mujeeb Ur Rahman,0,2
CA Lynn,Mujeeb Ur Rahman,1,2
CA Lynn,Mujeeb Ur Rahman,4,1
CA Lynn,Navdeep Saini,0,1
CA Lynn,Navdeep Saini,1,1
CA Lynn,R Ashwin,0,3
CA Lynn,R Ashwin,2,1
CA Lynn,R Ashwin,4,1
CA Lynn,R Ashwin,6,1
CA Lynn,RA Jadeja,0,5
CA Lynn,RA Jadeja,1,3
CA Lynn,RA Jadeja,4,2
CA Lynn,RD Chahar,0,4
CA Lynn,RD Chahar,6,2
CA Lynn,Rashid Khan,1,1
CA Lynn,S Kaul,0,9
CA Lynn,S Kaul,1,4
CA Lynn,S Kaul,2,1
CA Lynn,S Kaul,4,5
CA Lynn,S Kaul,6,2
CA Lynn,S Nadeem,0,3
CA Lynn,S Nadeem,1,2
CA Lynn,S Nadeem,4,2
CA Lynn,S Nadeem,6,1
CA Lynn,SL Malinga,0,4
CA Lynn,SL Malinga,1,2
CA Lynn,SL Malinga,4,2
CA Lynn,SL Malinga,6,1
CA Lynn,SN Thakur,0,6
CA Lynn,SN Thakur,1,1
CA Lynn,SN Thakur,4,2
CA Lynn,SR Watson,1,1
CA Lynn,SR Watson,4,1
CA Lynn,Sandeep Sharma,0,1
CA Lynn,Sandeep Sharma,1,4
CA Lynn,Shakib Al Hasan,0,5
CA Lynn,Shakib Al Hasan,1,2
CA Lynn,Shakib Al Hasan,6,1
CA Lynn,TA Boult,0,9
CA Lynn,TA Boult,1,1
CA Lynn,TA Boult,4,4
CA Lynn,TG Southee,0,5
CA Lynn,TG Southee,1,6
CA Lynn,TG Southee,2,1
CA Lynn,TG Southee,4,4
CA Lynn,UT Yadav,0,2
CA Lynn,UT Yadav,1,2
CA Lynn,UT Yadav,4,1
CA Lynn,UT Yadav,6,1
CA Lynn,YS Chahal,0,16
CA Lynn,YS Chahal,1,6
CA Lynn,YS Chahal,4,3
CA Lynn,YS Chahal,6,2
CH Gayle,AD Russell,0,3
CH Gayle,AD Russell,1,1
CH Gayle,AD Russell,4,2
CH Gayle,AD Russell,6,2
CH Gayle,AS Joseph,0,1
CH Gayle,AS Joseph,1,1
CH Gayle,Avesh Khan,0,1
CH Gayle,Avesh Khan,1,2
CH Gayle,Avesh Khan,4,1
CH Gayle,B Kumar,0,5
CH Gayle,B Kumar,1,3
CH Gayle,B Kumar,2,1
CH Gayle,B Kumar,6,1
CH Gayle,BA Stokes,0,2
CH Gayle,BA Stokes,1,1
CH Gayle,BA Stokes,2,1
CH Gayle,CJ Jordan,0,5
CH Gayle,CJ Jordan,1,1
CH Gayle,CJ Jordan,2,1
CH Gayle,CJ Jordan,4,1
CH Gayle,CJ Jordan,6,1
CH Gayle,DJ Bravo,0,5
CH Gayle,DJ Bravo,1,1
CH Gayle,DL Chahar,0,12
CH Gayle,DL Chahar,1,3
CH Gayle,DL Chahar,4,3
CH Gayle,DL Chahar,6,2
CH Gayle,DS Kulkarni,0,9
CH Gayle,DS Kulkarni,1,4
CH Gayle,DS Kulkarni,4,3
CH Gayle,DS Kulkarni,6,1
CH Gayle,HF Gurney,0,3
